Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
公司代碼,年月日,M0000 特殊 %,M1100 水泥工業 %,M1200 食品工業 %,M1300 塑膠工業 %,M1400 紡織纖維 %,M1500 電機機械 %,M1600 電器電纜 %,M1700 化學生技醫療 %,M1721 化學工業 %,M1722 生技醫療業 %,M1800 玻璃陶瓷 %,M1900 造紙工業 %,M2000 鋼鐵工業 %,M2100 橡膠工業 %,M2200 汽車工業 %,M2300 電子工業 %,M2324 半導體業 %,M2325 電腦及週邊設備業 %,M2326 光電業 %,M2327 通訊網路業 %
T1047E 富邦中多重資產A$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1047F 富邦中多重資產B$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1063A 富邦絲路多資產A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1063B 富邦絲路多資產B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1063C 富邦絲路多資產AC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1063D 富邦絲路多資產BC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1063E 富邦絲路多資產A$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1063F 富邦絲路多資產B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1080A 富邦AI多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1080B 富邦AI多重Na,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1080C 富邦AI多重AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1080D 富邦AI多重NaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1080E 富邦AI多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1080F 富邦AI多重Na$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79,0,0,0,2.45
T1089A 富邦台高股息Aa,2025/11/28,0,0,0,0,0,8.45,4.4,0,0,0,0,0,0,0,3.61,44.85,4.41,17.63,0,3.24
T1089B 富邦台高股息Bd,2025/11/28,0,0,0,0,0,8.45,4.4,0,0,0,0,0,0,0,3.61,44.85,4.41,17.63,0,3.24
T1097A 富邦台美雙星Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097B 富邦台美雙星NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097C 富邦台美雙星Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097D 富邦台美雙星NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097E 富邦台美雙星AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097F 富邦台美雙星NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097G 富邦台美雙星BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097H 富邦台美雙星NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097J 富邦台美雙星Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097K 富邦台美雙星NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097L 富邦台美雙星Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1097M 富邦台美雙星NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0,0,0,1.2
T1099A 富邦美通膨Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T10A1A 富邦雙核戰Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1B 富邦雙核戰NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1C 富邦雙核戰Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1D 富邦雙核戰NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1E 富邦雙核戰AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1F 富邦雙核戰NAaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1G 富邦雙核戰BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1H 富邦雙核戰NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1J 富邦雙核戰Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1K 富邦雙核戰NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1L 富邦雙核戰Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T10A1M 富邦雙核戰NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1101Y 摩根台灣,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1102Y 摩根台灣增長,2025/11/28,0,0.81,1.41,2.13,0.57,1.19,0,0.56,0,0.56,0,0,0.77,0.11,0.54,66.36,24.81,12.86,1.49,5.03
T1103Y 摩根新興日本,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1104A 摩根新興科技DAa,2025/11/28,0,0,0,0,0,6.76,0,1.7,1.7,0,0,0,0,0,3.45,70.41,20.86,5.82,0,5.37
T1104Y 摩根新興科技Aa,2025/11/28,0,0,0,0,0,6.76,0,1.7,1.7,0,0,0,0,0,3.45,70.41,20.86,5.82,0,5.37
T1106A 摩根亞洲DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97,9.81,1.19,0,1.42
T1106Y 摩根亞洲Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97,9.81,1.19,0,1.42
T1108A 摩根龍揚DAa,2025/11/28,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,23.59,12.29,2.9,0,1.39
T1108Y 摩根龍揚,2025/11/28,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,23.59,12.29,2.9,0,1.39
T1109A 摩根東方科技DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94,9.15,0,0,1.22
T1109Y 摩根東方科技Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94,9.15,0,0,1.22
T1110A 摩根大歐洲DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1110Y 摩根大歐洲Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1111Y 摩根中小,2025/11/28,0,0,0,0,0,8.98,0,2.76,2.76,0,0,0,0,0,7.9,44.72,10.81,3.84,0,4.41
T1112Y 摩根價值成長,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1114Y 摩根平衡,2025/11/28,0,0,0,2.09,0,2.6,0,0.91,0.91,0,0,0,1.24,0,1.18,51.37,13.49,7.07,1.01,5.15
T1116Y 摩根安家理財,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1117Y 摩根全球平衡,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,3.75,0.61,0,0.27
T1119A 摩根全創成Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,0,0
T1119B 摩根全創成DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,0,0
T1119Y 摩根全創成Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,0,0
T1120A 摩根亞高息平衡 A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07,6.3,0.86,0,0.65
T1120B 摩根亞高息平衡 B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07,6.3,0.86,0,0.65
T1124A 摩根絕對日本DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1124Y 摩根絕對日本,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1125A 摩根新興35.DAa,2025/11/28,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,16.96,11.33,1.94,0,0
T1125Y 摩根新興35.Aa,2025/11/28,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,16.96,11.33,1.94,0,0
T1127Y 摩根全球發,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1129Y 摩根新絲路,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,8.71,0,0,0
T1130Y 摩根東方內需機會,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,9.57,1.17,0,1.36
T1131Y 摩根金龍收成,2025/11/28,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,23.94,12.49,2.89,0,1.35
T1134Y 摩根中國亮點,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0
T1135B 摩根台灣金磚I,2025/11/28,0,0,0,1.21,0,7.32,0,1.33,1.33,0,0,0,0.28,0,4.11,57.49,19.36,3.89,0,4.25
T1135C 摩根台灣金磚DAa,2025/11/28,0,0,0,1.21,0,7.32,0,1.33,1.33,0,0,0,0.28,0,4.11,57.49,19.36,3.89,0,4.25
T1135Y 摩根台灣金磚A,2025/11/28,0,0,0,1.21,0,7.32,0,1.33,1.33,0,0,0,0.28,0,4.11,57.49,19.36,3.89,0,4.25
T1136Y 摩根新金磚五國,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1142B 摩根中國 A股Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1142C 摩根中國 A股DAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1142Y 摩根中國 A股Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1145A 摩根泛亞太入息 A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56,10.26,2.74,0,1.69
T1145B 摩根泛亞太入息 B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56,10.26,2.74,0,1.69
T1145C 摩根泛亞太入息B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56,10.26,2.74,0,1.69
T1145E 摩根泛亞太入息BC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56,10.26,2.74,0,1.69
T1148A 摩根新興雙利A,2025/11/28,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0.23,0,0,0.23,0
T1148B 摩根新興雙利B,2025/11/28,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0.23,0,0,0.23,0
T1148C 摩根新興雙利B$,2025/11/28,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0.23,0,0,0.23,0
T1148D 摩根新興雙利BC,2025/11/28,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0.23,0,0,0.23,0
T1150A 摩根中國雙息平A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1150B 摩根中國雙息平B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1150C 摩根中國雙息平AC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1150D 摩根中國雙息平BC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1150E 摩根中國雙息平B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1155A 摩根環股收益A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0
T1155B 摩根環股收益B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0
T1155C 摩根環股收益B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0
T1155D 摩根環股收益BC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0
T1155E 摩根環股收益R,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0
T1180A 摩根美國領先Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180B 摩根美國領先Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180C 摩根美國領先NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180D 摩根美國領先Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180E 摩根美國領先Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180F 摩根美國領先NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180G 摩根美國領先AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180H 摩根美國領先BdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1180J 摩根美國領先NBdC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1201Y 華南永昌永昌,2025/11/28,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,67.13,23.14,6.13,0,4.57
T1203Y 華南前瞻科技,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1207Y 華南永昌龍盈平衡,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1217Y 華南永昌全球精品,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1219A 華南永昌全球基 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1219B 華南永昌全球基 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1222Y 華南永昌全球神農,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1234A 華南永昌全科Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,6.75,1.93,0,0
T1234B 華南永昌全科Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,6.75,1.93,0,0
T1234C 華南永昌全科Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,6.75,1.93,0,0
T1234D 華南永昌全科Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15,6.75,1.93,0,0
T1238A 華南永昌中國A股C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1238B 華南永昌中國A股$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1238Y 華南永昌中國A 股,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1239A 華南多重息平衡 A,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,4.1,0,0,0
T1239B 華南多重息平衡 B,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,4.1,0,0,0
T1239C 華南多重息平衡A$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,4.1,0,0,0
T1239D 華南多重息平衡B$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,4.1,0,0,0
T1239E 華南多息平TISA,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96,4.1,0,0,0
T1249Y 華南物聯網,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1250A 華南全球物聯Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.18,0,0,0
T1250B 華南全球物聯Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,5.18,0,0,0
T1252A 華南亞太動態平 A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1252B 華南亞太動態平 B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1254Y 華南永昌策略報酬,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1268A 華南全球新零售,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1268B 華南全球新零售$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270A 華南全多重資Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270B 華南全多重資Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270C 華南全多重資Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270D 華南全多重資Bd$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1274A 華南優收多重Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1274B 華南優收多重Bd,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1276Y 華南低波多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1277Y 華南WE多重Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1282A 華南永續高股Aa,2025/11/28,0,0,0,1.92,3.51,1.38,0,0,0,0,0,0.56,7.87,0,3.72,31.13,6.3,0,6.68,6.67
T1282B 華南永續高股Bd,2025/11/28,0,0,0,1.92,3.51,1.38,0,0,0,0,0,0.56,7.87,0,3.72,31.13,6.3,0,6.68,6.67
T1284A 華南碳中和Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1284B 華南碳中和Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1287Y 華南未來科技Aa,2025/11/28,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,67.7,20.81,7.88,0,4.45
T1402B 新光亞洲精選 USD,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1402Y 新光亞洲精選,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1403B 新光中國成長$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1403C 新光中國成長C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1403Y 新光中國成長,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1405Y 新光創新科技,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.87,14.61,0,2.61
T1406Y 新光國建,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1407Y 新光店頭,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.17,9.77,2.6,0,2.15
T1408Y 新光大三通,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.56,22.57,14.14,0,2.68
T1411Y 新光台灣富貴,2025/11/28,0,0,0,2.09,2.23,0,0,0,0,0,0,0,0,0,0,75.51,19.5,13.78,0,2.73
T1414Y 新光福運平衡,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1419Y 新光兩岸優勢,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1430B 新光全球生醫療 $,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1430Y 新光全球生技醫療,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1433A 新光美豐收平Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1433B 新光美豐收平Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1433C 新光美豐收平Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1433D 新光美豐收平Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1433E 新光美豐收平AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1437A 新光全平衡A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437B 新光全平衡B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437C 新光全平衡A$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437D 新光全平衡AC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438A 新光多重資產A,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438B 新光多重資產B,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438C 新光多重資產A$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438D 新光多重資產AC,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1440A 新光全AI新創Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,2.6,0,0,0
T1440B 新光全AI新創Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,2.6,0,0,0
T1440C 新光全AI新創AaC,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,2.6,0,0,0
T1443A 新光全特股收Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1443B 新光全特股收Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1443C 新光全特股收Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1446A 新光全宅經濟Aa,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1446B 新光全宅經濟Aa$,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1448A 新光恆生科技,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1448B 新光恆生科技$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1448C 新光恆生科技C,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1450A 新光臺高股息Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,5.73,45.38,10.31,10.2,2.76,3.03
T1450B 新光臺高股息Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,5.73,45.38,10.31,10.2,2.76,3.03
T1451A 新光全球多重Aa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451B 新光全球多重Bd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451C 新光全球多重NAa,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451D 新光全球多重NBd,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451E 新光全球多重Aa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451F 新光全球多重Bd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451G 新光全球多重NAa$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1451H 新光全球多重NBd$,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1502Y 瑞銀全球創新趨勢,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504A 瑞銀全球生技,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504B 瑞銀全球生技 USD,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504C 瑞銀全球生技 CNY,2025/11/28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1601Y 群益奧斯卡,2025/11/28,0,0.11,0.03,0,1.13,1.5,0,6.45,0,6.45,0,0,0,0,0,62.89,14.55,13.34,1.15,3.89
T1603Y 群益葛萊美,2025/11/28,0,0,0,0,0,2.04,0.07,6.16,0,6.16,0,0,0,0,0,55.03,11.21,9.13,0,5.17
T1604Y 群益亞太新趨勢平,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63,6.2,0,0,0
T1605B 群益新興金鑽 USD,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,10.12,2.67,0,0
T1605Y 群益新興金鑽,2025/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,10.12,2.67,0,0
T1608Y 群益中小,2025/11/28,0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,72.54,14.11,12.48,1.42,6.63
